name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH HOSPITAL DRIVE,LEXINGTON,KY,40504,149341.71,ONE SAINT JOSEPH HOSPITAL DRIVE LEXINGTON KY 40504,None,None,"One St Joseph Dr, Lexington, KY 40504, USA",38.0322261,-84.52322769999999,ROOFTOP,ChIJP_g276dEQogRvyzbK-SPzAk,"establishment,health,hospital,point_of_interest",40504,ONE SAINT JOSEPH HOSPITAL DRIVE LEXINGTON KY 40504,1,OK
UNIVERSITY OF TENNESSEE MEDICAL CENT,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,301739.12,1924 ALCOA HIGHWAY KNOXVILLE TN 37920,None,None,"1924 Alcoa Hwy, Knoxville, TN 37920, USA",35.9309031,-83.94904690000001,ROOFTOP,ChIJRYXqvLYiXIgRsGSEDBuRBTQ,street_address,37920,1924 ALCOA HIGHWAY KNOXVILLE TN 37920,2,OK
OCHSNER BAPTIST MEDICAL CENTER,2700 Napoleon Ave,New Orleans,LA,70115,13201.59,2700 Napoleon Ave New Orleans LA 70115,None,None,"2700 Napoleon Ave, New Orleans, LA 70115, USA",29.9376843,-90.10432109999999,GEOMETRIC_CENTER,ChIJdWd0sK-lIIYRIcmXfJJO_GU,premise,70115,2700 Napoleon Ave New Orleans LA 70115,1,OK
UNIVERSITY MEDICAL CTR. AT NEW ORLEA,2000 CANAL STREET,NEW ORLEANS,LA,70112,2015.11,2000 CANAL STREET NEW ORLEANS LA 70112,None,None,"2000 Canal St, New Orleans, LA 70112, USA",29.960568,-90.0814661,ROOFTOP,ChIJYc7B4-SlIIYRSEdi1AghGAw,premise,70112,2000 CANAL STREET NEW ORLEANS LA 70112,1,OK
ST. ALEXIUS HOSPITAL,3933 S Broadway,ST. LOUIS,MO,63118,109969.34,3933 S Broadway ST. LOUIS MO 63118,None,None,"3933 S Broadway, St. Louis, MO 63118, USA",38.5836997,-90.2285761,ROOFTOP,ChIJQeliTwm02IcR3JWC_E4PNjo,street_address,63118,3933 S Broadway ST. LOUIS MO 63118,1,OK
OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,150,515 MAIN STREET OLEAN NY 14760,None,None,"515 Main St, Olean, NY 14760, USA",42.0902622,-78.42780549999999,ROOFTOP,ChIJjSnm46xx0okRBKPrtaaSIRA,street_address,14760,515 MAIN STREET OLEAN NY 14760,1,OK
PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN,PORTLAND,OR,97213,115028.96,4805 NE GLISAN PORTLAND OR 97213,None,None,"4805 NE Glisan St, Portland, OR 97213, USA",45.5279161,-122.6132094,ROOFTOP,ChIJRRmFW-eglVQRxHk5yHSxPIs,street_address,97213,4805 NE GLISAN PORTLAND OR 97213,1,OK
SOUTHERN OHIO MEDICAL CENTER,1248 KENNEYS LANE,PORTSMOUTH,OH,45662,37400.23,1248 KENNEYS LANE PORTSMOUTH OH 45662,None,None,"1248 Kinneys Ln, Portsmouth, OH 45662, USA",38.7461239,-82.98729070000002,ROOFTOP,ChIJcQKCq2SLRogRJEw1sGoYESw,street_address,45662,1248 KENNEYS LANE PORTSMOUTH OH 45662,1,OK
NORTHSHORE UNIVERSITY HEALTHSYSTEM,2650 RIDGE AVENUE,EVANSTON,IL,60201,278320.57,2650 RIDGE AVENUE EVANSTON IL 60201,None,None,"2650 Ridge Ave, Evanston, IL 60201, USA",42.0655769,-87.6848701,ROOFTOP,ChIJz0vjp7vaD4gRm4xezMmUowU,street_address,60201,2650 RIDGE AVENUE EVANSTON IL 60201,1,OK
LARGO MEDICAL CENTER,201 14th St SW,Largo,FL,33770,7804.51,201 14th St SW Largo FL 33770,None,None,"201 14th St SW, Largo, FL 33770, USA",27.9144675,-82.803372,ROOFTOP,ChIJTbjVlQ36wogRUpwcYrutFA4,street_address,33770,201 14th St SW Largo FL 33770,1,OK
PHOENIXVILLE HOSPITAL,140 Nutt Rd,Phoenixville,PA,19460,11832.5,140 Nutt Rd Phoenixville PA 19460,None,None,"140 Nutt Rd, Phoenixville, PA 19460, USA",40.1236543,-75.5154434,ROOFTOP,ChIJ7y08OR2SxokR3d2h7hdBI6w,street_address,19460,140 Nutt Rd Phoenixville PA 19460,1,OK
PARKVIEW MEDICAL CENTER,400 W 16TH STREET,PUEBLO,CO,81003,10898.08,400 W 16TH STREET PUEBLO CO 81003,None,None,"400 W 16th St, Pueblo, CO 81003, USA",38.2817831,-104.612694,ROOFTOP,ChIJCWGNVlOiE4cRGAdLXyxmycI,premise,81003,400 W 16TH STREET PUEBLO CO 81003,1,OK
WYOMING MEDICAL CENTER,1233 E 2nd Street,Casper,WY,82601,22781.85,1233 E 2nd Street Casper WY 82601,None,None,"1233 E 2nd St, Casper, WY 82601, USA",42.8484899,-106.3082646,ROOFTOP,ChIJ6QxYDYO8YIcRikZpcnDyye0,street_address,82601,1233 E 2nd Street Casper WY 82601,1,OK
UCI MEDICAL CENTER,101 THE CITY DRIVE SOUTH,ORANGE,CA,92868,2748741,101 THE CITY DRIVE SOUTH ORANGE CA 92868,None,None,"101 The City Dr S, Orange, CA 92868, USA",33.78728,-117.888284,ROOFTOP,ChIJFUL7LIbX3IARY_ug_0D1uyg,street_address,92868,101 THE CITY DRIVE SOUTH ORANGE CA 92868,1,OK
WOMEN & INFANTS HOSPITAL,101 Dudley St,Providence,RI,2905,4919.79,101 Dudley St Providence RI 2905,None,None,"101 Dudley St, Providence, RI 02905, USA",41.8108357,-71.4122641,ROOFTOP,ChIJr1kZTW9F5IkReEEBHI5ppPU,premise,02905,101 Dudley St Providence RI 2905,1,OK
TALLAHASSEE MEMORIAL HOSPITAL,1300 Miccosukee Rd,Tallahassee,FL,32308,17665.78,1300 Miccosukee Rd Tallahassee FL 32308,None,None,"1300 Miccosukee Rd, Tallahassee, FL 32308, USA",30.4564874,-84.2616255,ROOFTOP,ChIJTeJX_3pf7IgRRoU8jLfJUlI,premise,32308,1300 Miccosukee Rd Tallahassee FL 32308,1,OK
ST. JOSEPH HOSPITAL,1630 W Girard Ave,Philadelphia,PA,19130,5250,1630 W Girard Ave Philadelphia PA 19130,None,None,"1630 W Girard Ave, Philadelphia, PA 19130, USA",39.9717739,-75.1634124,ROOFTOP,ChIJab_Y_9rHxokRA2u10Bydl7k,street_address,19130,1630 W Girard Ave Philadelphia PA 19130,1,OK
SSM HEALTH ST. MARYS HOSPITAL - STL,6420 CLAYTON ROAD,ST. LOUIS,MO,63117,7365.77,6420 CLAYTON ROAD ST. LOUIS MO 63117,None,None,"6420 Clayton Rd, Richmond Heights, MO 63117, USA",38.6330715,-90.31118099999999,ROOFTOP,ChIJifDRCr3K2IcRmA6NJfyb0kc,premise,63117,6420 CLAYTON ROAD ST. LOUIS MO 63117,1,OK
SOUTHWESTERN VERMONT MEDICAL CENTER,100 Hospital Dr,Bennington,VT,5201,1439.73,100 Hospital Dr Bennington VT 5201,None,None,"100 Hospital Dr, Bennington, VT 05201, USA",42.87397,-73.207393,ROOFTOP,ChIJwXK2PUKW4IkRrHi2lg50Kio,street_address,05201,100 Hospital Dr Bennington VT 5201,1,OK
HOLY SPIRIT HOSPITAL,503 N 21st St,Camp Hill,PA,17011,7557.82,503 N 21st St Camp Hill PA 17011,None,None,"503 N 21st St, Camp Hill, PA 17011, USA",40.25016309999999,-76.92255449999999,ROOFTOP,ChIJczx84CvCyIkRHc0waaxTEp8,premise,17011,503 N 21st St Camp Hill PA 17011,1,OK
UNIVERSITY OF CO HOSPITAL,12605 E 16th Ave,Aurora,CO,80045,203715.17,12605 E 16th Ave Aurora CO 80045,None,None,"12605 E 16th Ave, Aurora, CO 80045, USA",39.7426294,-104.8420288,ROOFTOP,ChIJRxTsdkxjbIcRdJXT1S1Jb7M,street_address,80045,12605 E 16th Ave Aurora CO 80045,1,OK
METHODIST CHARLTON MEDICAL CENTER,3500 WEST WHEATLAND RD,DALLAS,TX,75237,8274.05,3500 WEST WHEATLAND RD DALLAS TX 75237,None,None,"3500 W Wheatland Rd, Dallas, TX 75237, USA",32.6453975,-96.8764968,ROOFTOP,ChIJQVnQ6wqRToYRZTNnFRKZaQw,street_address,75237,3500 WEST WHEATLAND RD DALLAS TX 75237,1,OK
LEWISGALE HOSPITAL - MONTGOMERY,3700 S Main St,Blacksburg,VA,24060,11961.49,3700 S Main St Blacksburg VA 24060,None,None,"3700 S Main St, Blacksburg, VA 24060, USA",37.1872989,-80.4108939,ROOFTOP,ChIJiUQhZvWUTYgRV5JSSJlXBxg,premise,24060,3700 S Main St Blacksburg VA 24060,1,OK
NORWALK HOSPITAL,34 Maple St,Norwalk,CT,6850,6660.37,34 Maple St Norwalk CT 6850,None,None,"34 Maple St, Norwalk, CT 06850, USA",41.1125372,-73.42180189999999,ROOFTOP,ChIJse6Fc9Qd6IkRiuzYegE8NYI,street_address,06850,34 Maple St Norwalk CT 6850,1,OK
GENESYS REGIONAL MEDICAL CTR.,1 GENESYS PARKWAY,GRAND BLANC,MI,48439,20830.63,1 GENESYS PARKWAY GRAND BLANC MI 48439,None,None,"1 Genesys Pkwy, Grand Blanc, MI 48439, USA",42.8923841,-83.6420997,ROOFTOP,ChIJp1QYL058I4gR6f-ngIflHl4,street_address,48439,1 GENESYS PARKWAY GRAND BLANC MI 48439,1,OK
HOWARD UNIVERSITY HOSPITAL,2041 Georgia Ave NW,Washington,DC,20060,128092.96,2041 Georgia Ave NW Washington DC 20060,None,None,"2041 Georgia Ave NW, Washington, DC 20060, USA",38.9175305,-77.02044169999999,ROOFTOP,ChIJf2TW1OS3t4kR19wevfQ-vg0,street_address,20060,2041 Georgia Ave NW Washington DC 20060,1,OK
MERCY MEDICAL CENTER - MASON CITY,1000 4TH STREET,MASON CITY,IA,50401,25641,1000 4TH STREET MASON CITY IA 50401,None,None,"1000 4th St SW, Mason City, IA 50401, USA",43.1500243,-93.21654819999999,ROOFTOP,ChIJ3focxAoH8YcRK_53FwYsuI0,street_address,50401,1000 4TH STREET MASON CITY IA 50401,1,OK
GRIFFIN MEMORIAL HOSPITAL,900 E Main St,Norman,OK,73071,338923.28,900 E Main St Norman OK 73071,None,None,"900 E Main St, Norman, OK 73071, USA",35.228794,-97.426243,ROOFTOP,ChIJLXRstBJCsocRPncY9yUOKG0,street_address,73071,900 E Main St Norman OK 73071,1,OK
BLUEFIELD REGIONAL MEDICAL CENTER,500 Cherry St,Bluefield,WV,24701,234.45,500 Cherry St Bluefield WV 24701,None,None,"500 Cherry St, Bluefield, WV 24701, USA",37.255212,-81.23516,ROOFTOP,ChIJyXeiVcE-TogRpVhk5N6V-U8,street_address,24701,500 Cherry St Bluefield WV 24701,1,OK
SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVE,FORT SMITH,AR,72902,4144.18,1001 TOWSON AVE FORT SMITH AR 72902,None,None,"1001 Towson Ave, Fort Smith, AR 72901, USA",35.3741136,-94.41977399999999,ROOFTOP,ChIJ7zeg6-pMyocRj9B7rFmV_wQ,premise,72901,1001 TOWSON AVE FORT SMITH AR 72902,1,OK
NIAGARA FALLS MEMORIAL MEDICAL CENTE,621 10th St,NIAGARA FALLS,NY,14203,1000,621 10th St NIAGARA FALLS NY 14203,None,None,"621 10th St, Niagara Falls, NY 14301, USA",43.0935454,-79.0496262,GEOMETRIC_CENTER,ChIJtariYcJC04kRDVpRInjXQyY,premise,14301,621 10th St NIAGARA FALLS NY 14203,1,OK
GOOD SAMARITAN HOSPITAL,407 14th Ave SE,Puyallup,WA,98372,20494.49,407 14th Ave SE Puyallup WA 98372,None,None,"407 14th Ave SE, Puyallup, WA 98372, USA",47.1788395,-122.289631,ROOFTOP,ChIJTSvuHBD8kFQRSElPTfFwN1A,street_address,98372,407 14th Ave SE Puyallup WA 98372,1,OK
DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,21547.33,200 TRENTON ROAD BROWNS MILLS NJ 8015,None,None,"200 Trenton Rd, Browns Mills, NJ 08015, USA",39.97751179999999,-74.5851859,ROOFTOP,ChIJV3IOYXFqwYkRsQrCsU46Cmc,street_address,08015,200 TRENTON ROAD BROWNS MILLS NJ 8015,1,OK
KFH - LOS ANGELES,4867 Sunset Blvd,Los Angeles,CA,90027,71626.28,4867 Sunset Blvd Los Angeles CA 90027,None,None,"4867 Sunset Blvd, Los Angeles, CA 90027, USA",34.0983524,-118.2948016,ROOFTOP,ChIJEzLaoKvAwoARWirI3SidIJI,street_address,90027,4867 Sunset Blvd Los Angeles CA 90027,1,OK
JERSEY SHORE UNIVERSITY MED CTR,1945 Route 33,Neptune,NJ,7753,310412.8,1945 Route 33 Neptune NJ 7753,None,None,"1945 NJ-33, Neptune City, NJ 07753, USA",40.2091347,-74.04121200000002,ROOFTOP,ChIJQYmY24cowokR-r_89yKHvqQ,premise,07753,1945 Route 33 Neptune NJ 7753,1,OK
ADENA REGIONAL MEDICAL CENTER,272 HOSPITAL ROAD,CHILLICOTHE,OH,45601,28523.73,272 HOSPITAL ROAD CHILLICOTHE OH 45601,None,None,"272 Hospital Rd, Chillicothe, OH 45601, USA",39.3962346,-82.9683385,ROOFTOP,ChIJFR4c8KALR4gRC2SmknH3Jvo,premise,45601,272 HOSPITAL ROAD CHILLICOTHE OH 45601,1,OK
LONESOME PINE HOSPITAL,HOLTON AVENUE,BIG STONE GAP,VA,24219,804,HOLTON AVENUE BIG STONE GAP VA 24219,None,None,"Holton Ave E, Big Stone Gap, VA 24219, USA",36.8758041,-82.759717,GEOMETRIC_CENTER,ChIJscfs4-jaWogRb9BiqH29cgo,route,24219,HOLTON AVENUE BIG STONE GAP VA 24219,1,OK
ST. CLOUD HOSPITAL,1406 6th Ave North,Saint Cloud,MN,56303,9738.96,1406 6th Ave North Saint Cloud MN 56303,None,None,"St Cloud Hospital, 1406 6th Ave N, St Cloud, MN 56303, USA",45.5753593,-94.16920480000002,ROOFTOP,ChIJV3nzZSRetFIRFg0uOSseWRY,premise,56303,1406 6th Ave North Saint Cloud MN 56303,1,OK
INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,8939.98,1545 ATLANTIC AVENUE BROOKLYN NY 11213,None,None,"1545 Atlantic Ave, Brooklyn, NY 11213, USA",40.6783744,-73.93740749999999,ROOFTOP,ChIJoz_M64dbwokRHhEMlGgOzWk,premise,11213,1545 ATLANTIC AVENUE BROOKLYN NY 11213,1,OK
BOSTON MEDICAL CENTER,ONE BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,457582.93,ONE BOSTON MEDICAL CENTER PLACE BOSTON MA 2118,None,None,"One Boston Medical Center Pl, Boston, MA 02118, USA",42.3344959,-71.0731311,ROOFTOP,ChIJjSse9T9644kRkREnRJpLeWw,"establishment,health,hospital,point_of_interest",02118,ONE BOSTON MEDICAL CENTER PLACE BOSTON MA 2118,1,OK
KETTERING MEMORIAL HOSPITAL,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,69722.91,3535 SOUTHERN BOULEVARD KETTERING OH 45429,None,None,"3535 Southern Blvd, Dayton, OH 45429, USA",39.6975779,-84.1910137,ROOFTOP,ChIJibjV3HOGQIgRflwR1G_lQbA,street_address,45429,3535 SOUTHERN BOULEVARD KETTERING OH 45429,1,OK
CHRISTUS MOTHER FRANCES HOSP-TYLER,800 EAST DAWSON,TYLER,TX,75701,33389.76,800 EAST DAWSON TYLER TX 75701,None,None,"800 E Dawson St, Tyler, TX 75701, USA",32.3429531,-95.2908131,ROOFTOP,ChIJ_Vs4CKLOSYYRLLh9oBNhVYQ,premise,75701,800 EAST DAWSON TYLER TX 75701,1,OK
KFH - PANORAMA CITY,13652 Cantara St,Panorama City,CA,91402,6590.09,13652 Cantara St Panorama City CA 91402,None,None,"13652 Cantara St, Panorama City, CA 91402, USA",34.2187902,-118.4300562,ROOFTOP,ChIJ07pksNGWwoARfk8QJnn9qK0,street_address,91402,13652 Cantara St Panorama City CA 91402,1,OK
PORTER ADVENTIST HOSPITAL,2525 SOUTH DOWNING STREET,DENVER,CO,80210,66199.87,2525 SOUTH DOWNING STREET DENVER CO 80210,None,None,"2525 S Downing St, Denver, CO 80210, USA",39.6700386,-104.9748195,ROOFTOP,ChIJncwSETB-bIcRhPAuyJ2pMrs,street_address,80210,2525 SOUTH DOWNING STREET DENVER CO 80210,1,OK
PIKEVILLE MEDICAL CENTER,911 Bypass Rd,Pikeville,KY,41501,128281.71,911 Bypass Rd Pikeville KY 41501,None,None,"911 S Bypass Rd, Pikeville, KY 41501, USA",37.4723833,-82.5229031,ROOFTOP,ChIJ615ccHFrRYgRKHyNG0muBnQ,"establishment,health,hospital,point_of_interest",41501,911 Bypass Rd Pikeville KY 41501,1,OK
CHI ST LUKES HEALTH BAYLOR MED CTR,6720 BERTNER AVE,HOUSTON,TX,77030,111164.14,6720 BERTNER AVE HOUSTON TX 77030,None,None,"6720 Bertner Ave, Houston, TX 77030, USA",29.7077057,-95.40062239999999,ROOFTOP,ChIJsYJdXHHAQIYRDkUz_4P3MmY,premise,77030,6720 BERTNER AVE HOUSTON TX 77030,1,OK
ST. ELIZABETH MEDICAL CENTER,2209 Genesee St,Utica,NY,13501,26560.87,2209 Genesee St Utica NY 13501,None,None,"2209 Genesee St, Utica, NY 13501, USA",43.0822759,-75.2656519,ROOFTOP,ChIJUSU0x0BB2YkRRaTyfo9XvkU,street_address,13501,2209 Genesee St Utica NY 13501,1,OK
WESLEY MEDICAL CENTER,5001 WEST HARDY ST,HATTIESBURG,MS,39402,1467.95,5001 WEST HARDY ST HATTIESBURG MS 39402,None,None,"5001 Hardy St, Hattiesburg, MS 39402, USA",31.3257347,-89.36730879999999,ROOFTOP,ChIJb7c0FBnfnIgRRART7rCJOPc,street_address,39402,5001 WEST HARDY ST HATTIESBURG MS 39402,1,OK
MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SW,ROCHESTER,MN,55905,1723301.38,1216 SECOND STREET SW ROCHESTER MN 55905,None,None,"Mayo Clinic, 1216 2nd St SW, Rochester, MN 55902, USA",44.0208655,-92.4815903,ROOFTOP,ChIJEwyulxJf94cRSwBRRQ6dhdg,premise,55902,1216 SECOND STREET SW ROCHESTER MN 55905,1,OK
MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,7960,179112.16,100 MADISON AVE MORRISTOWN NJ 7960,None,None,"100 Madison Ave, Morristown, NJ 07960, USA",40.7896261,-74.4655683,ROOFTOP,ChIJk3C-1YSmw4kRLeIujRzAqdA,premise,07960,100 MADISON AVE MORRISTOWN NJ 7960,1,OK
MEMORIAL MEDICAL CENTER,701 N 1st St,Springfield,IL,62781,7565.28,701 N 1st St Springfield IL 62781,None,None,"701 N 1st St, Springfield, IL 62781, USA",39.8099694,-89.6567571,ROOFTOP,ChIJpTkFP9E5dYgRUemN5mf1FyI,premise,62781,701 N 1st St Springfield IL 62781,1,OK
SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,3644.42,24451 HEALTH CENTER DRIVE LAGUNA HILLS CA 92653,None,None,"24451 Health Center Dr, Laguna Hills, CA 92653, USA",33.6093252,-117.7089298,ROOFTOP,ChIJnyfkOezo3IAR4lyQvJJ5nUQ,premise,92653,24451 HEALTH CENTER DRIVE LAGUNA HILLS CA 92653,1,OK
BOCA RATON REGIONAL HOSPITAL,800 MEADOWS ROAD,BOCA RATON,FL,33486,258534.94,800 MEADOWS ROAD BOCA RATON FL 33486,None,None,"800 Meadows Rd, Boca Raton, FL 33486, USA",26.3585783,-80.10220129999999,ROOFTOP,ChIJOzS0Gf4d2YgRK3xDHhGCYrA,premise,33486,800 MEADOWS ROAD BOCA RATON FL 33486,1,OK
DUKE REGIONAL HOSPITAL,3643 N Roxboro Road,Durham,NC,27704,192145.34,3643 N Roxboro Road Durham NC 27704,None,None,"3643 N Roxboro St, Durham, NC 27704, USA",36.0361504,-78.9009894,ROOFTOP,ChIJ81bPe7njrIkRbUGx2-NCVBc,premise,27704,3643 N Roxboro Road Durham NC 27704,1,OK
NORTH SUBURBAN MEDICAL CENTER,9191 GRANT,THORNTON,CO,80229,3419.34,9191 GRANT THORNTON CO 80229,None,None,"9191 Grant St, Thornton, CO 80229, USA",39.8635551,-104.9857089,ROOFTOP,ChIJBSm991V2bIcR3wX3EvzKexQ,premise,80229,9191 GRANT THORNTON CO 80229,1,OK
BROWARD HEALTH MEDICAL CENTER,1600 South Andrews Avenue,FT. LAUDERDALE,FL,33316,42317.92,1600 South Andrews Avenue FT. LAUDERDALE FL 33316,None,None,"1600 S Andrews Ave, Fort Lauderdale, FL 33316, USA",26.1018675,-80.1405904,ROOFTOP,ChIJZ4MXT2AA2YgRy-Px7pmx-Zk,premise,33316,1600 South Andrews Avenue FT. LAUDERDALE FL 33316,1,OK
MIAMI CHILDRENS HOSPITAL,3100 SW 62ND AVENUE,MIAMI,FL,33155,49579.56,3100 SW 62ND AVENUE MIAMI FL 33155,None,None,"3100 SW 62nd Ave, Miami, FL 33155, USA",25.7414512,-80.29501789999999,ROOFTOP,ChIJF1nfFj642YgRmHnA2qx1tts,street_address,33155,3100 SW 62ND AVENUE MIAMI FL 33155,1,OK
LATROBE AREA HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,2500,ONE MELLON WAY LATROBE PA 15650,None,None,"1 Mellon Way, Latrobe, PA 15650, USA",40.3209181,-79.39390139999999,ROOFTOP,ChIJA3804kTNNIgR8L8oTsA-yBY,street_address,15650,ONE MELLON WAY LATROBE PA 15650,1,OK
CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,140.73,282 WASHINGTON STREET HARTFORD CT 6106,None,None,"282 Washington St, Hartford, CT 06106, USA",41.7537027,-72.6816415,ROOFTOP,ChIJrW4myBRT5okRwXJ4N7jAgGs,premise,06106,282 WASHINGTON STREET HARTFORD CT 6106,1,OK
BORGESS MEDICAL CENTER,1521 Gull Rd,Kalamazoo,MI,49048,114162.24,1521 Gull Rd Kalamazoo MI 49048,None,None,"1521 Gull Rd, Kalamazoo, MI 49048, USA",42.3060263,-85.5605898,ROOFTOP,ChIJpSLrpiqdF4gRDJ6AkEzoI6I,street_address,49048,1521 Gull Rd Kalamazoo MI 49048,1,OK
ST. MARYS OF MICHIGAN,800 S Washington Ave,Saginaw,MI,48601,4291.89,800 S Washington Ave Saginaw MI 48601,None,None,"800 S Washington Ave, Saginaw, MI 48601, USA",43.4251073,-83.9391536,ROOFTOP,ChIJlTT4xHHCI4gRbxDz5C03y0w,street_address,48601,800 S Washington Ave Saginaw MI 48601,1,OK
ROGER WILLIAMS HOSPITAL,825 Chalkstone Ave,Providence,RI,2908,2340.46,825 Chalkstone Ave Providence RI 2908,None,None,"825 Chalkstone Ave, Providence, RI 02908, USA",41.8351848,-71.4355921,ROOFTOP,ChIJj5wI1KhF5IkRjIx1y28FMQQ,premise,02908,825 Chalkstone Ave Providence RI 2908,1,OK
UH - UNIVERSITY HOSPITAL,150 Bergen St,Newark,NJ,7103,23716.24,150 Bergen St Newark NJ 7103,None,None,"150 Bergen St, Newark, NJ 07103, USA",40.740611,-74.1910862,ROOFTOP,ChIJPZgw02BTwokRsLOrh1vn2u8,street_address,07103,150 Bergen St Newark NJ 7103,1,OK
Harris Co Psychiatric Center,2800 S McGregor Way,Houston,TX,77225,33854.18,2800 S McGregor Way Houston TX 77225,None,None,"2800 S MacGregor Way, Houston, TX 77021, USA",29.7120634,-95.37440769999999,ROOFTOP,ChIJQyoItJe_QIYRAX2-rvCWENA,premise,77021,2800 S McGregor Way Houston TX 77225,1,OK
METHODIST HOSPITAL,7700 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,98898.64,7700 FLOYD CURL DRIVE SAN ANTONIO TX 78229,None,None,"7700 Floyd Curl Dr, San Antonio, TX 78229, USA",29.5080538,-98.5722733,ROOFTOP,ChIJT7-EoQBeXIYRtK43nRilwz8,"establishment,parking,point_of_interest,premise",78229,7700 FLOYD CURL DRIVE SAN ANTONIO TX 78229,1,OK
MERCY SAN JUAN MEDICAL CENTER,6501 Coyle Ave,Carmichael,CA,95608,186820.64,6501 Coyle Ave Carmichael CA 95608,None,None,"6501 Coyle Ave, Carmichael, CA 95608, USA",38.6693027,-121.3139776,ROOFTOP,ChIJNxTTfvnemoARbYgl0HeIfXw,street_address,95608,6501 Coyle Ave Carmichael CA 95608,1,OK
GHS PATEWOOD MEMORIAL HOSPITAL,200 Patewood Dr,Greenville,SC,29615,14792.91,200 Patewood Dr Greenville SC 29615,None,None,"c, 200 Patewood Dr, Greenville, SC 29615, USA",34.8542597,-82.3247155,ROOFTOP,ChIJx5PsMeguWIgROYVTq7qd3VQ,street_address,29615,200 Patewood Dr Greenville SC 29615,1,OK
KFH - WEST LOS ANGELES,6041 Cadillac Ave,Los Angeles,CA,90034,39895.87,6041 Cadillac Ave Los Angeles CA 90034,None,None,"6041 Cadillac Ave, Los Angeles, CA 90034, USA",34.0383728,-118.3750021,ROOFTOP,ChIJlXJTJXS5woARD2HysNOe_1M,premise,90034,6041 Cadillac Ave Los Angeles CA 90034,1,OK
GOOD SAMARITAN HOSPITAL,2222 Philadelphia Dr,Dayton,OH,45406,5110.97,2222 Philadelphia Dr Dayton OH 45406,None,None,"2222 Philadelphia Dr, Dayton, OH 45406, USA",39.787958,-84.2327833,ROOFTOP,ChIJ-4glRvuAQIgRswgj5e1n_q0,street_address,45406,2222 Philadelphia Dr Dayton OH 45406,1,OK
COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO ST,FRESNO,CA,93721,25500.67,2823 FRESNO ST FRESNO CA 93721,None,None,"2823 Fresno St, Fresno, CA 93721, USA",36.742835,-119.7848543,ROOFTOP,ChIJD3PpFBxelIARGtmQLrXjTY0,premise,93721,2823 FRESNO ST FRESNO CA 93721,1,OK
THE STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD  CT 06904,CT,6904,12924.09,ONE HOSPITAL PLAZA STAMFORD  CT 06904 CT 6904,None,None,"One Hospital Plaza, Stamford, CT 06902, USA",41.0540291,-73.5519237,ROOFTOP,ChIJu8-2jvmhwokR-7dsy-5214g,"doctor,establishment,health,hospital,point_of_interest",06902,ONE HOSPITAL PLAZA STAMFORD  CT 06904 CT 6904,1,OK
MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,17703.65,5515 PEACH STREET ERIE PA 16509,None,None,"5515 Peach St, Erie, PA 16509, USA",42.0776722,-80.0926455,ROOFTOP,ChIJTajw94OAMogRyEjuBpssdMw,street_address,16509,5515 PEACH STREET ERIE PA 16509,1,OK
BEAUMONT HOSPITAL  GROSSE POINTE,3601 W 13 Mile Rd,Royal Oak,MI,48073,12284099.23,3601 W 13 Mile Rd Royal Oak MI 48073,None,None,"3601 W 13 Mile Rd, Royal Oak, MI 48073, USA",42.51471129999999,-83.19172119999999,ROOFTOP,ChIJb4o2ZTvGJIgRIQlZotjO1KE,street_address,48073,3601 W 13 Mile Rd Royal Oak MI 48073,1,OK
MUHLENBERG HOSPITAL CENTER,2545 Schoenersville Rd,Bethlehem,PA,18017,209.95,2545 Schoenersville Rd Bethlehem PA 18017,None,None,"2545 Schoenersville Rd, Bethlehem, PA 18017, USA",40.644903,-75.4086839,ROOFTOP,ChIJf4FmZBY_xIkRIFYH2epRig8,street_address,18017,2545 Schoenersville Rd Bethlehem PA 18017,1,OK
